model,step,step_loss
RNN + velocity all,8310,0.2473
RNN + velocity all,8320,0.2104
RNN + velocity all,8330,0.209
RNN + velocity all,8340,0.4852
RNN + velocity all,8350,0.3471
RNN + velocity all,8360,0.3219
RNN + velocity all,8370,0.2311
RNN + velocity all,8380,0.2528
RNN + velocity all,8390,0.2131
RNN + velocity all,8400,0.2645
RNN + velocity all,8410,0.2423
RNN + velocity all,8420,0.2175
RNN + velocity all,8430,0.2885
RNN + velocity all,8440,0.4753
RNN + velocity all,8450,0.3034
RNN + velocity all,8460,0.3088
RNN + velocity all,8470,0.2412
RNN + velocity all,8480,0.3941
RNN + velocity all,8490,0.259
RNN + velocity all,8500,0.2634
RNN + velocity all,8510,0.2544
RNN + velocity all,8520,0.2847
RNN + velocity all,8530,0.2997
RNN + velocity all,8540,0.2635
RNN + velocity all,8550,0.2539
RNN + velocity all,8560,0.3719
RNN + velocity all,8570,0.2028
RNN + velocity all,8580,0.2617
RNN + velocity all,8590,0.4323
RNN + velocity all,8600,0.2598
RNN + velocity all,8610,0.2276
RNN + velocity all,8620,0.257
RNN + velocity all,8630,0.3043
RNN + velocity all,8640,0.2471
RNN + velocity all,8650,0.2425
RNN + velocity all,8660,0.259
RNN + velocity all,8670,0.2996
RNN + velocity all,8680,0.4687
RNN + velocity all,8690,0.2295
RNN + velocity all,8700,0.2482
RNN + velocity all,8710,0.3027
RNN + velocity all,8720,0.1976
RNN + velocity all,8730,0.281
RNN + velocity all,8740,0.2569
RNN + velocity all,8750,0.2151
RNN + velocity all,8760,0.5595
RNN + velocity all,8770,0.3398
RNN + velocity all,8780,0.333
RNN + velocity all,8790,0.2694
RNN + velocity all,8800,0.4898
RNN + velocity all,8810,0.2641
RNN + velocity all,8820,0.233
RNN + velocity all,8830,0.4286
RNN + velocity all,8840,0.3781
RNN + velocity all,8850,0.202
RNN + velocity all,8860,0.4607
RNN + velocity all,8870,0.2323
RNN + velocity all,8880,0.2026
RNN + velocity all,8890,0.2413
RNN + velocity all,8900,0.3614
RNN + velocity all,8910,1.0844
RNN + velocity all,8920,0.2299
RNN + velocity all,8930,0.2684
RNN + velocity all,8940,0.3403
RNN + velocity all,8950,0.2269
RNN + velocity all,8960,0.1811
RNN + velocity all,8970,0.2793
RNN + velocity all,8980,0.2218
RNN + velocity all,8990,0.2744
RNN + velocity all,9000,0.2176
RNN + velocity all,9010,0.2217
RNN + velocity all,9020,0.2088
RNN + velocity all,9030,0.2227
RNN + velocity all,9040,0.2726
RNN + velocity all,9050,0.2396
RNN + velocity all,9060,0.2461
RNN + velocity all,9070,0.6539
RNN + velocity all,9080,0.3152
RNN + velocity all,9090,0.2982
RNN + velocity all,9100,0.2701
RNN + velocity all,9110,0.3425
RNN + velocity all,9120,0.3133
RNN + velocity all,9130,0.2876
RNN + velocity all,9140,0.2583
RNN + velocity all,9150,0.2323
RNN + velocity all,9160,0.3608
RNN + velocity all,9170,0.2254
RNN + velocity all,9180,0.1947
RNN + velocity all,9190,0.1633
RNN + velocity all,9200,0.4714
RNN + velocity all,9210,0.2424
RNN + velocity all,9220,0.2094
RNN + velocity all,9230,0.5593
RNN + velocity all,9240,0.2768
RNN + velocity all,9250,0.2598
RNN + velocity all,9260,0.2563
RNN + velocity all,9270,0.2004
RNN + velocity all,9280,0.3002
RNN + velocity all,9290,0.195
RNN + velocity all,9300,0.2625
RNN + velocity all,9310,0.2443
RNN + velocity all,9320,0.2175
RNN + velocity all,9330,0.4081
RNN + velocity all,9340,0.3348
RNN + velocity all,9350,0.1524
RNN + velocity all,9360,0.3082
RNN + velocity all,9370,0.1828
RNN + velocity all,9380,0.3062
RNN + velocity all,9390,0.3764
RNN + velocity all,9400,0.2205
RNN + velocity all,9410,0.2864
RNN + velocity all,9420,0.3003
RNN + velocity all,9430,0.4379
RNN + velocity all,9440,0.3116
RNN + velocity all,9450,0.2526
RNN + velocity all,9460,0.2358
RNN + velocity all,9470,0.2915
RNN + velocity all,9480,0.35
RNN + velocity all,9490,0.2198
RNN + velocity all,9500,0.3073
RNN + velocity all,9510,0.3052
RNN + velocity all,9520,0.367
RNN + velocity all,9530,0.2473
RNN + velocity all,9540,0.2642
RNN + velocity all,9550,0.2766
RNN + velocity all,9560,0.2481
RNN + velocity all,9570,0.2537
RNN + velocity all,9580,0.2808
RNN + velocity all,9590,0.2988
RNN + velocity all,9600,0.2042
RNN + velocity all,9610,0.2589
RNN + velocity all,9620,0.2132
RNN + velocity all,9630,0.572
RNN + velocity all,9640,0.3287
RNN + velocity all,9650,0.2026
RNN + velocity all,9660,0.4104
RNN + velocity all,9670,0.2088
RNN + velocity all,9680,0.2922
RNN + velocity all,9690,0.3212
RNN + velocity all,9700,0.3553
RNN + velocity all,9710,0.3489
RNN + velocity all,9720,0.2951
RNN + velocity all,9730,0.2867
RNN + velocity all,9740,0.1791
RNN + velocity all,9750,0.3811
RNN + velocity all,9760,0.1519
RNN + velocity all,9770,0.35
RNN + velocity all,9780,0.3054
RNN + velocity all,9790,0.2016
RNN + velocity all,9800,0.2845
RNN + velocity all,9810,0.3499
RNN + velocity all,9820,0.2307
RNN + velocity all,9830,0.2446
RNN + velocity all,9840,0.4018
RNN + velocity all,9850,0.2207
RNN + velocity all,9860,0.2424
RNN + velocity all,9870,0.2401
RNN + velocity all,9880,0.2275
RNN + velocity all,9890,0.2356
RNN + velocity all,9900,0.2822
RNN + velocity all,9910,0.2783
RNN + velocity all,9920,0.3354
RNN + velocity all,9930,0.3064
RNN + velocity all,9940,0.2496
RNN + velocity all,9950,0.4923
RNN + velocity all,9960,0.1752
RNN + velocity all,9970,0.2724
RNN + velocity all,9980,0.2731
RNN + velocity all,9990,0.3033
Transformer + velocity all,0,188.528
Transformer + velocity all,10,21.0274
Transformer + velocity all,20,2.8542
Transformer + velocity all,30,2.391
Transformer + velocity all,40,1.2005
Transformer + velocity all,50,0.76
Transformer + velocity all,60,0.8545
Transformer + velocity all,70,1.0191
Transformer + velocity all,80,0.5598
Transformer + velocity all,90,0.5227
Transformer + velocity all,100,0.5587
Transformer + velocity all,110,0.7006
Transformer + velocity all,120,0.4826
Transformer + velocity all,130,0.3291
Transformer + velocity all,140,1.4089
Transformer + velocity all,150,0.5937
Transformer + velocity all,160,0.431
Transformer + velocity all,170,0.3344
Transformer + velocity all,180,0.4073
Transformer + velocity all,190,0.3448
Transformer + velocity all,200,0.741
Transformer + velocity all,210,0.4099
Transformer + velocity all,220,0.3495
Transformer + velocity all,230,0.8238
Transformer + velocity all,240,0.2875
Transformer + velocity all,250,0.6871
Transformer + velocity all,260,0.3449
Transformer + velocity all,270,0.3128
Transformer + velocity all,280,0.6104
Transformer + velocity all,290,0.3471
Transformer + velocity all,300,0.2599
Transformer + velocity all,310,0.2923
Transformer + velocity all,320,0.3546
Transformer + velocity all,330,0.2609
Transformer + velocity all,340,0.5623
Transformer + velocity all,350,0.3205
Transformer + velocity all,360,0.2412
Transformer + velocity all,370,0.392
Transformer + velocity all,380,0.3237
Transformer + velocity all,390,0.4066
Transformer + velocity all,400,0.3552
Transformer + velocity all,410,0.4208
Transformer + velocity all,420,0.4468
Transformer + velocity all,430,0.3435
Transformer + velocity all,440,0.3708
Transformer + velocity all,450,0.3044
Transformer + velocity all,460,0.2462
Transformer + velocity all,470,0.3448
Transformer + velocity all,480,0.3049
Transformer + velocity all,490,0.4238
Transformer + velocity all,500,0.1999
Transformer + velocity all,510,0.3469
Transformer + velocity all,520,0.2568
Transformer + velocity all,530,0.3949
Transformer + velocity all,540,0.3315
Transformer + velocity all,550,0.3714
Transformer + velocity all,560,0.2972
Transformer + velocity all,570,0.3173
Transformer + velocity all,580,0.3274
Transformer + velocity all,590,0.4407
Transformer + velocity all,600,0.2713
Transformer + velocity all,610,0.1699
Transformer + velocity all,620,0.259
Transformer + velocity all,630,0.252
Transformer + velocity all,640,0.2926
Transformer + velocity all,650,0.3063
Transformer + velocity all,660,0.3522
Transformer + velocity all,670,0.3779
Transformer + velocity all,680,0.2005
Transformer + velocity all,690,0.2742
Transformer + velocity all,700,0.2602
Transformer + velocity all,710,0.4648
Transformer + velocity all,720,0.9799
Transformer + velocity all,730,0.6346
Transformer + velocity all,740,0.2117
Transformer + velocity all,750,0.2921
Transformer + velocity all,760,0.2763
Transformer + velocity all,770,0.2981
Transformer + velocity all,780,0.2813
Transformer + velocity all,790,0.364
Transformer + velocity all,800,0.2128
Transformer + velocity all,810,0.5004
Transformer + velocity all,820,0.2495
Transformer + velocity all,830,0.5083
Transformer + velocity all,840,0.3353
Transformer + velocity all,850,0.301
Transformer + velocity all,860,0.306
Transformer + velocity all,870,0.3424
Transformer + velocity all,880,0.2063
Transformer + velocity all,890,0.2471
Transformer + velocity all,900,0.4367
Transformer + velocity all,910,0.3481
Transformer + velocity all,920,0.3737
Transformer + velocity all,930,0.292
Transformer + velocity all,940,0.3374
Transformer + velocity all,950,0.2522
Transformer + velocity all,960,0.3933
Transformer + velocity all,970,0.4752
Transformer + velocity all,980,0.2999
Transformer + velocity all,990,0.3094
Transformer + velocity all,1000,0.3285
Transformer + velocity all,1010,0.2475
Transformer + velocity all,1020,0.37
Transformer + velocity all,1030,0.8005
Transformer + velocity all,1040,0.2304
Transformer + velocity all,1050,0.3087
Transformer + velocity all,1060,0.2348
Transformer + velocity all,1070,0.2381
Transformer + velocity all,1080,0.2362
Transformer + velocity all,1090,0.286
Transformer + velocity all,1100,0.2754
Transformer + velocity all,1110,0.4351
Transformer + velocity all,1120,0.2643
Transformer + velocity all,1130,0.4305
Transformer + velocity all,1140,0.2719
Transformer + velocity all,1150,0.4373
Transformer + velocity all,1160,0.2896
Transformer + velocity all,1170,0.356
Transformer + velocity all,1180,0.2162
Transformer + velocity all,1190,0.3316
Transformer + velocity all,1200,0.7512
Transformer + velocity all,1210,0.2643
Transformer + velocity all,1220,0.2619
Transformer + velocity all,1230,0.417
Transformer + velocity all,1240,0.3926
Transformer + velocity all,1250,0.2792
Transformer + velocity all,1260,0.2711
Transformer + velocity all,1270,0.2337
Transformer + velocity all,1280,0.2957
Transformer + velocity all,1290,0.8038
Transformer + velocity all,1300,0.2128
Transformer + velocity all,1310,0.2666
Transformer + velocity all,1320,0.4007
Transformer + velocity all,1330,0.486
Transformer + velocity all,1340,0.2742
Transformer + velocity all,1350,0.2143
Transformer + velocity all,1360,0.2499
Transformer + velocity all,1370,0.2683
Transformer + velocity all,1380,0.3117
Transformer + velocity all,1390,0.3077
Transformer + velocity all,1400,0.2775
Transformer + velocity all,1410,0.476
Transformer + velocity all,1420,0.254
Transformer + velocity all,1430,0.2813
Transformer + velocity all,1440,0.4567
Transformer + velocity all,1450,0.486
Transformer + velocity all,1460,0.496
Transformer + velocity all,1470,0.3097
Transformer + velocity all,1480,0.2725
Transformer + velocity all,1490,0.4369
Transformer + velocity all,1500,0.3352
Transformer + velocity all,1510,0.2669
Transformer + velocity all,1520,0.2364
Transformer + velocity all,1530,0.2529
Transformer + velocity all,1540,0.6371
Transformer + velocity all,1550,0.2405
Transformer + velocity all,1560,0.2825
Transformer + velocity all,1570,0.2275
Transformer + velocity all,1580,0.3941
Transformer + velocity all,1590,0.3062
Transformer + velocity all,1600,0.3073
Transformer + velocity all,1610,0.2778
Transformer + velocity all,1620,0.2275
Transformer + velocity all,1630,0.3932
Transformer + velocity all,1640,0.2435
Transformer + velocity all,1650,0.3912
Transformer + velocity all,1660,0.5488
Transformer + velocity all,1670,0.2537
Transformer + velocity all,1680,0.2873
Transformer + velocity all,1690,0.2673
Transformer + velocity all,1700,0.2498
Transformer + velocity all,1710,0.2903
Transformer + velocity all,1720,0.2406
Transformer + velocity all,1730,0.2288
Transformer + velocity all,1740,0.267
Transformer + velocity all,1750,0.2655
Transformer + velocity all,1760,0.2382
Transformer + velocity all,1770,0.1941
Transformer + velocity all,1780,0.4789
Transformer + velocity all,1790,1.2669
Transformer + velocity all,1800,0.5639
Transformer + velocity all,1810,0.4066
Transformer + velocity all,1820,0.1915
Transformer + velocity all,1830,0.2847
Transformer + velocity all,1840,0.2013
Transformer + velocity all,1850,0.2619
Transformer + velocity all,1860,0.3177
Transformer + velocity all,1870,0.4356
Transformer + velocity all,1880,0.4047
Transformer + velocity all,1890,0.3016
Transformer + velocity all,1900,0.2818
Transformer + velocity all,1910,0.3014
Transformer + velocity all,1920,0.267
Transformer + velocity all,1930,0.274
Transformer + velocity all,1940,0.2517
Transformer + velocity all,1950,0.5529
Transformer + velocity all,1960,0.2308
Transformer + velocity all,1970,0.3011
Transformer + velocity all,1980,0.2614
Transformer + velocity all,1990,0.3
Transformer + velocity all,2000,0.2035
Transformer + velocity all,2010,0.3104
Transformer + velocity all,2020,0.1976
Transformer + velocity all,2030,0.2531
Transformer + velocity all,2040,0.2909
Transformer + velocity all,2050,0.3054
Transformer + velocity all,2060,0.2405
Transformer + velocity all,2070,0.2302
Transformer + velocity all,2080,0.2825
Transformer + velocity all,2090,0.3464
Transformer + velocity all,2100,0.2768
Transformer + velocity all,2110,0.2567
Transformer + velocity all,2120,0.4174
Transformer + velocity all,2130,0.2714
Transformer + velocity all,2140,0.2913
Transformer + velocity all,2150,0.2353
Transformer + velocity all,2160,0.2882
Transformer + velocity all,2170,0.2462
Transformer + velocity all,2180,0.5432
Transformer + velocity all,2190,0.4714
Transformer + velocity all,2200,0.2107
Transformer + velocity all,2210,0.357
Transformer + velocity all,2220,0.2039
Transformer + velocity all,2230,0.8236
Transformer + velocity all,2240,0.23
Transformer + velocity all,2250,0.4731
Transformer + velocity all,2260,0.2497
Transformer + velocity all,2270,0.3264
Transformer + velocity all,2280,0.377
Transformer + velocity all,2290,0.2994
Transformer + velocity all,2300,0.4514
Transformer + velocity all,2310,0.3276
Transformer + velocity all,2320,0.2045
Transformer + velocity all,2330,0.4464
Transformer + velocity all,2340,0.1818
Transformer + velocity all,2350,0.1961
Transformer + velocity all,2360,0.29
Transformer + velocity all,2370,0.649
Transformer + velocity all,2380,0.5918
Transformer + velocity all,2390,0.2695
Transformer + velocity all,2400,0.4294
Transformer + velocity all,2410,0.3467
Transformer + velocity all,2420,0.1897
Transformer + velocity all,2430,0.2535
Transformer + velocity all,2440,0.242
Transformer + velocity all,2450,0.2638
Transformer + velocity all,2460,0.3006
Transformer + velocity all,2470,0.3441
Transformer + velocity all,2480,0.2711
Transformer + velocity all,2490,0.232
Transformer + velocity all,2500,0.2399
Transformer + velocity all,2510,0.2472
Transformer + velocity all,2520,0.2728
Transformer + velocity all,2530,0.318
Transformer + velocity all,2540,0.2633
Transformer + velocity all,2550,0.2307
Transformer + velocity all,2560,0.2446
Transformer + velocity all,2570,0.272
Transformer + velocity all,2580,0.2995
Transformer + velocity all,2590,0.2631
Transformer + velocity all,2600,0.2569
Transformer + velocity all,2610,0.1723
Transformer + velocity all,2620,0.2985
Transformer + velocity all,2630,0.2851
Transformer + velocity all,2640,0.14
Transformer + velocity all,2650,0.2237
Transformer + velocity all,2660,0.3742
Transformer + velocity all,2670,0.3134
Transformer + velocity all,2680,0.2939
Transformer + velocity all,2690,0.2807
Transformer + velocity all,2700,0.2951
Transformer + velocity all,2710,0.2003
Transformer + velocity all,2720,0.3751
Transformer + velocity all,2730,0.7475
Transformer + velocity all,2740,0.2743
Transformer + velocity all,2750,0.2721
Transformer + velocity all,2760,0.3442
Transformer + velocity all,2770,0.2095
Transformer + velocity all,2780,0.3409
Transformer + velocity all,2790,0.5192
Transformer + velocity all,2800,0.2827
Transformer + velocity all,2810,0.2244
Transformer + velocity all,2820,0.3208
Transformer + velocity all,2830,0.3416
Transformer + velocity all,2840,0.2583
Transformer + velocity all,2850,0.4822
Transformer + velocity all,2860,0.2122
Transformer + velocity all,2870,0.2762
Transformer + velocity all,2880,0.2806
Transformer + velocity all,2890,0.5472
Transformer + velocity all,2900,0.2889
Transformer + velocity all,2910,0.3572
Transformer + velocity all,2920,0.228
Transformer + velocity all,2930,0.1848
Transformer + velocity all,2940,0.2427
Transformer + velocity all,2950,0.2047
Transformer + velocity all,2960,0.2307
Transformer + velocity all,2970,0.3375
Transformer + velocity all,2980,0.2476
Transformer + velocity all,2990,0.2182
Transformer + velocity all,3000,0.2147
Transformer + velocity all,3010,0.2978
Transformer + velocity all,3020,0.2868
Transformer + velocity all,3030,0.1598
Transformer + velocity all,3040,0.1732
Transformer + velocity all,3050,0.3178
Transformer + velocity all,3060,0.1716
Transformer + velocity all,3070,0.1763
Transformer + velocity all,3080,0.2384
Transformer + velocity all,3090,0.2895
Transformer + velocity all,3100,0.236
Transformer + velocity all,3110,0.2719
Transformer + velocity all,3120,0.2758
Transformer + velocity all,3130,0.2867
Transformer + velocity all,3140,0.3697
Transformer + velocity all,3150,0.3058
Transformer + velocity all,3160,0.253
Transformer + velocity all,3170,0.3057
Transformer + velocity all,3180,0.2369
Transformer + velocity all,3190,0.262
Transformer + velocity all,3200,0.278
Transformer + velocity all,3210,0.1681
Transformer + velocity all,3220,0.2937
Transformer + velocity all,3230,0.2898
Transformer + velocity all,3240,0.2821
Transformer + velocity all,3250,0.2331
Transformer + velocity all,3260,0.201
Transformer + velocity all,3270,0.2215
Transformer + velocity all,3280,0.5961
Transformer + velocity all,3290,0.2065
Transformer + velocity all,3300,0.3445
Transformer + velocity all,3310,0.2894
Transformer + velocity all,3320,0.226
Transformer + velocity all,3330,0.4576
Transformer + velocity all,3340,0.2909
Transformer + velocity all,3350,0.21
Transformer + velocity all,3360,0.3905
Transformer + velocity all,3370,0.5092
Transformer + velocity all,3380,0.293
Transformer + velocity all,3390,0.2561
Transformer + velocity all,3400,0.2569
Transformer + velocity all,3410,0.2832
Transformer + velocity all,3420,0.2521
Transformer + velocity all,3430,0.4181
Transformer + velocity all,3440,0.3733
Transformer + velocity all,3450,0.2556
Transformer + velocity all,3460,0.3178
Transformer + velocity all,3470,0.2366
Transformer + velocity all,3480,0.2442
Transformer + velocity all,3490,0.2175
Transformer + velocity all,3500,0.1959
Transformer + velocity all,3510,0.5288
Transformer + velocity all,3520,0.4193
Transformer + velocity all,3530,0.223
Transformer + velocity all,3540,0.2361
Transformer + velocity all,3550,0.5725
Transformer + velocity all,3560,0.1478
Transformer + velocity all,3570,0.3446
Transformer + velocity all,3580,0.2001
Transformer + velocity all,3590,0.2175
Transformer + velocity all,3600,0.2187
Transformer + velocity all,3610,0.2604
Transformer + velocity all,3620,0.2887
Transformer + velocity all,3630,0.1709
Transformer + velocity all,3640,0.4458
Transformer + velocity all,3650,0.336
Transformer + velocity all,3660,0.3644
Transformer + velocity all,3670,0.5014
Transformer + velocity all,3680,0.2106
Transformer + velocity all,3690,0.217
Transformer + velocity all,3700,0.2247
Transformer + velocity all,3710,0.2506
Transformer + velocity all,3720,0.2858
Transformer + velocity all,3730,0.3894
Transformer + velocity all,3740,0.285
Transformer + velocity all,3750,0.2792
Transformer + velocity all,3760,0.2202
Transformer + velocity all,3770,0.2701
Transformer + velocity all,3780,0.2979
Transformer + velocity all,3790,0.2234
Transformer + velocity all,3800,0.3048
Transformer + velocity all,3810,0.3912
Transformer + velocity all,3820,0.2736
Transformer + velocity all,3830,0.2411
Transformer + velocity all,3840,0.1864
Transformer + velocity all,3850,0.2014
Transformer + velocity all,3860,0.3483
Transformer + velocity all,3870,0.3306
Transformer + velocity all,3880,0.198
Transformer + velocity all,3890,0.2808
Transformer + velocity all,3900,0.3376
Transformer + velocity all,3910,0.1805
Transformer + velocity all,3920,0.1749
Transformer + velocity all,3930,0.2722
Transformer + velocity all,3940,0.8281
Transformer + velocity all,3950,0.2576
Transformer + velocity all,3960,0.2852
Transformer + velocity all,3970,0.3019
Transformer + velocity all,3980,0.1693
Transformer + velocity all,3990,0.2301
Transformer + velocity all,4000,0.6234
Transformer + velocity all,4010,0.3452
Transformer + velocity all,4020,0.5001
Transformer + velocity all,4030,0.2821
Transformer + velocity all,4040,0.231
Transformer + velocity all,4050,0.2108
Transformer + velocity all,4060,0.2208
Transformer + velocity all,4070,0.2288
Transformer + velocity all,4080,0.3628
Transformer + velocity all,4090,0.2545
Transformer + velocity all,4100,0.2188
Transformer + velocity all,4110,0.2165
Transformer + velocity all,4120,0.2392
Transformer + velocity all,4130,0.2506
Transformer + velocity all,4140,0.275
Transformer + velocity all,4150,0.2853
Transformer + velocity all,4160,0.2359
Transformer + velocity all,4170,0.1705
Transformer + velocity all,4180,0.2904
Transformer + velocity all,4190,0.2699
Transformer + velocity all,4200,0.2659
Transformer + velocity all,4210,0.2031
Transformer + velocity all,4220,0.273
Transformer + velocity all,4230,0.2239
Transformer + velocity all,4240,0.3623
Transformer + velocity all,4250,0.258
Transformer + velocity all,4260,0.1447
Transformer + velocity all,4270,0.2386
Transformer + velocity all,4280,0.2482
Transformer + velocity all,4290,0.1827
Transformer + velocity all,4300,0.2038
Transformer + velocity all,4310,0.2121
Transformer + velocity all,4320,0.5321
Transformer + velocity all,4330,0.2104
Transformer + velocity all,4340,0.7841
Transformer + velocity all,4350,0.1487
Transformer + velocity all,4360,0.1784
Transformer + velocity all,4370,0.212
Transformer + velocity all,4380,0.2805
Transformer + velocity all,4390,0.1858
Transformer + velocity all,4400,0.2883
Transformer + velocity all,4410,0.3017
Transformer + velocity all,4420,0.3061
Transformer + velocity all,4430,0.1788
Transformer + velocity all,4440,0.3923
Transformer + velocity all,4450,0.4023
Transformer + velocity all,4460,0.2362
Transformer + velocity all,4470,0.1816
Transformer + velocity all,4480,0.2763
Transformer + velocity all,4490,0.2131
Transformer + velocity all,4500,0.3709
Transformer + velocity all,4510,0.1978
Transformer + velocity all,4520,0.1923
Transformer + velocity all,4530,0.2235
Transformer + velocity all,4540,0.5205
Transformer + velocity all,4550,0.3829
Transformer + velocity all,4560,0.1806
Transformer + velocity all,4570,0.1871
Transformer + velocity all,4580,0.1532
Transformer + velocity all,4590,0.2519
Transformer + velocity all,4600,0.678
Transformer + velocity all,4610,0.2358
Transformer + velocity all,4620,0.2245
Transformer + velocity all,4630,0.1819
Transformer + velocity all,4640,0.429
Transformer + velocity all,4650,0.2956
Transformer + velocity all,4660,0.1939
Transformer + velocity all,4670,0.2872
Transformer + velocity all,4680,0.1861
Transformer + velocity all,4690,0.2733
Transformer + velocity all,4700,0.2587
Transformer + velocity all,4710,0.2551
Transformer + velocity all,4720,0.1973
Transformer + velocity all,4730,0.2084
Transformer + velocity all,4740,0.4074
Transformer + velocity all,4750,0.2997
Transformer + velocity all,4760,0.2087
Transformer + velocity all,4770,0.2312
Transformer + velocity all,4780,0.2372
Transformer + velocity all,4790,0.1874
Transformer + velocity all,4800,0.1513
Transformer + velocity all,4810,0.1847
Transformer + velocity all,4820,0.2544
Transformer + velocity all,4830,0.2052
Transformer + velocity all,4840,0.1405
Transformer + velocity all,4850,0.1402
Transformer + velocity all,4860,0.4765
Transformer + velocity all,4870,0.2284
Transformer + velocity all,4880,0.3187
Transformer + velocity all,4890,0.1807
Transformer + velocity all,4900,0.3399
Transformer + velocity all,4910,0.1597
Transformer + velocity all,4920,0.3252
Transformer + velocity all,4930,0.1992
Transformer + velocity all,4940,0.222
Transformer + velocity all,4950,0.2625
Transformer + velocity all,4960,0.3883
Transformer + velocity all,4970,0.2537
Transformer + velocity all,4980,0.383
Transformer + velocity all,4990,0.2322
Transformer + velocity all,5000,0.6137
Transformer + velocity all,5010,0.2662
Transformer + velocity all,5020,0.2168
Transformer + velocity all,5030,0.2103
Transformer + velocity all,5040,0.2866
Transformer + velocity all,5050,0.2186
Transformer + velocity all,5060,0.2442
Transformer + velocity all,5070,0.2432
Transformer + velocity all,5080,0.1995
Transformer + velocity all,5090,0.1894
Transformer + velocity all,5100,0.1553
Transformer + velocity all,5110,0.2422
Transformer + velocity all,5120,0.2523
Transformer + velocity all,5130,0.1589
Transformer + velocity all,5140,0.3471
Transformer + velocity all,5150,0.3443
Transformer + velocity all,5160,0.1749
Transformer + velocity all,5170,0.2369
Transformer + velocity all,5180,0.3074
Transformer + velocity all,5190,0.1363
Transformer + velocity all,5200,0.2929
Transformer + velocity all,5210,0.4039
Transformer + velocity all,5220,0.2008
Transformer + velocity all,5230,0.348
Transformer + velocity all,5240,0.1505
Transformer + velocity all,5250,0.1864
Transformer + velocity all,5260,0.2313
Transformer + velocity all,5270,0.2363
Transformer + velocity all,5280,0.3712
Transformer + velocity all,5290,0.1748
Transformer + velocity all,5300,0.226
Transformer + velocity all,5310,0.3149
Transformer + velocity all,5320,0.1533
Transformer + velocity all,5330,0.2573
Transformer + velocity all,5340,0.2053
Transformer + velocity all,5350,0.1551
Transformer + velocity all,5360,0.2321
Transformer + velocity all,5370,0.3973
Transformer + velocity all,5380,0.1852
Transformer + velocity all,5390,0.3103
Transformer + velocity all,5400,0.2475
Transformer + velocity all,5410,0.2658
Transformer + velocity all,5420,0.1916
Transformer + velocity all,5430,0.3542
Transformer + velocity all,5440,0.3116
Transformer + velocity all,5450,0.2943
Transformer + velocity all,5460,0.1701
Transformer + velocity all,5470,0.2049
Transformer + velocity all,5480,0.3232
Transformer + velocity all,5490,0.282
Transformer + velocity all,5500,0.2098
Transformer + velocity all,5510,0.2797
Transformer + velocity all,5520,0.3973
Transformer + velocity all,5530,0.2423
Transformer + velocity all,5540,0.1891
Transformer + velocity all,5550,0.2344
Transformer + velocity all,5560,0.1905
Transformer + velocity all,5570,0.1892
Transformer + velocity all,5580,0.2901
Transformer + velocity all,5590,0.2113
Transformer + velocity all,5600,0.162
Transformer + velocity all,5610,0.1826
Transformer + velocity all,5620,0.2865
Transformer + velocity all,5630,0.2746
Transformer + velocity all,5640,0.2473
Transformer + velocity all,5650,0.3892
Transformer + velocity all,5660,0.2197
Transformer + velocity all,5670,0.396
Transformer + velocity all,5680,0.2861
Transformer + velocity all,5690,0.3173
Transformer + velocity all,5700,0.2562
Transformer + velocity all,5710,0.2307
Transformer + velocity all,5720,0.3911
Transformer + velocity all,5730,0.2881
Transformer + velocity all,5740,0.2905
Transformer + velocity all,5750,0.1812
Transformer + velocity all,5760,0.2007
Transformer + velocity all,5770,0.1569
Transformer + velocity all,5780,0.1687
Transformer + velocity all,5790,0.1888
Transformer + velocity all,5800,0.1922
Transformer + velocity all,5810,0.197
Transformer + velocity all,5820,0.2134
Transformer + velocity all,5830,0.3681
Transformer + velocity all,5840,0.1676
Transformer + velocity all,5850,0.1962
Transformer + velocity all,5860,0.3701
Transformer + velocity all,5870,0.263
Transformer + velocity all,5880,0.316
Transformer + velocity all,5890,0.2965
Transformer + velocity all,5900,0.2493
Transformer + velocity all,5910,0.2577
Transformer + velocity all,5920,0.3952
Transformer + velocity all,5930,0.3289
Transformer + velocity all,5940,0.2344
Transformer + velocity all,5950,0.3985
Transformer + velocity all,5960,0.2267
Transformer + velocity all,5970,0.2685
Transformer + velocity all,5980,0.3028
Transformer + velocity all,5990,0.5157
Transformer + velocity all,6000,0.17
Transformer + velocity all,6010,0.198
Transformer + velocity all,6020,0.2854
Transformer + velocity all,6030,0.2505
Transformer + velocity all,6040,0.2295
Transformer + velocity all,6050,0.1393
Transformer + velocity all,6060,0.2394
Transformer + velocity all,6070,0.2483
Transformer + velocity all,6080,0.2045
Transformer + velocity all,6090,0.124
Transformer + velocity all,6100,0.318
Transformer + velocity all,6110,0.2501
Transformer + velocity all,6120,0.2202
Transformer + velocity all,6130,0.2823
Transformer + velocity all,6140,0.1886
Transformer + velocity all,6150,0.2997
Transformer + velocity all,6160,0.2776
Transformer + velocity all,6170,0.2766
Transformer + velocity all,6180,0.2114
Transformer + velocity all,6190,0.2342
Transformer + velocity all,6200,0.3443
Transformer + velocity all,6210,0.1853
Transformer + velocity all,6220,0.1992
Transformer + velocity all,6230,0.3651
Transformer + velocity all,6240,0.2089
Transformer + velocity all,6250,0.1896
Transformer + velocity all,6260,0.2344
