model,step,step_loss
Transformer 128/2,8320,0.5171
Transformer 128/2,8330,0.4008
Transformer 128/2,8340,0.4403
Transformer 128/2,8350,0.4544
Transformer 128/2,8360,0.4023
Transformer 128/2,8370,0.382
Transformer 128/2,8380,0.441
Transformer 128/2,8390,0.4867
Transformer 128/2,8400,0.379
Transformer 128/2,8410,0.4194
Transformer 128/2,8420,0.4269
Transformer 128/2,8430,0.4298
Transformer 128/2,8440,0.5253
Transformer 128/2,8450,0.4416
Transformer 128/2,8460,0.4808
Transformer 128/2,8470,0.3475
Transformer 128/2,8480,0.4163
Transformer 128/2,8490,0.3513
Transformer 128/2,8500,0.4141
Transformer 128/2,8510,0.3709
Transformer 128/2,8520,0.3775
Transformer 128/2,8530,0.3887
Transformer 128/2,8540,0.4178
Transformer 128/2,8550,0.7272
Transformer 128/2,8560,0.3819
Transformer 128/2,8570,0.4253
Transformer 128/2,8580,0.3791
Transformer 128/2,8590,0.3972
Transformer 128/2,8600,0.4786
Transformer 128/2,8610,0.4049
Transformer 128/2,8620,0.379
Transformer 128/2,8630,0.3904
Transformer 128/2,8640,0.4737
Transformer 128/2,8650,0.3815
Transformer 128/2,8660,0.4149
Transformer 128/2,8670,0.4357
Transformer 128/2,8680,0.404
Transformer 128/2,8690,0.4245
Transformer 128/2,8700,0.3706
Transformer 128/2,8710,0.4221
Transformer 128/2,8720,0.3521
Transformer 128/2,8730,0.4737
Transformer 128/2,8740,0.4038
Transformer 128/2,8750,0.4176
Transformer 128/2,8760,0.4309
Transformer 128/2,8770,0.3939
Transformer 128/2,8780,0.3702
Transformer 128/2,8790,0.3756
Transformer 128/2,8800,0.5243
Transformer 128/2,8810,0.4383
Transformer 128/2,8820,0.3639
Transformer 128/2,8830,0.4412
Transformer 128/2,8840,0.3486
Transformer 128/2,8850,0.3845
Transformer 128/2,8860,0.3756
Transformer 128/2,8870,0.3734
Transformer 128/2,8880,0.3293
Transformer 128/2,8890,0.3513
Transformer 128/2,8900,0.3557
Transformer 128/2,8910,0.4058
Transformer 128/2,8920,0.4694
Transformer 128/2,8930,0.4359
Transformer 128/2,8940,0.3918
Transformer 128/2,8950,0.3867
Transformer 128/2,8960,0.3406
Transformer 128/2,8970,0.4111
Transformer 128/2,8980,0.388
Transformer 128/2,8990,0.4042
Transformer 128/2,9000,0.4467
Transformer 128/2,9010,0.3506
Transformer 128/2,9020,0.4498
Transformer 128/2,9030,0.3988
Transformer 128/2,9040,0.4359
Transformer 128/2,9050,0.358
Transformer 128/2,9060,0.5249
Transformer 128/2,9070,0.422
Transformer 128/2,9080,0.42
Transformer 128/2,9090,0.3795
Transformer 128/2,9100,0.3579
Transformer 128/2,9110,0.3844
Transformer 128/2,9120,0.4289
Transformer 128/2,9130,0.3819
Transformer 128/2,9140,0.3493
Transformer 128/2,9150,0.377
Transformer 128/2,9160,0.3788
Transformer 128/2,9170,0.4827
Transformer 128/2,9180,0.3728
Transformer 128/2,9190,0.3489
Transformer 128/2,9200,0.3165
Transformer 128/2,9210,0.4407
Transformer 128/2,9220,0.3835
Transformer 128/2,9230,0.3388
Transformer 128/2,9240,0.3468
Transformer 128/2,9250,0.4074
Transformer 128/2,9260,0.4391
Transformer 128/2,9270,0.3789
Transformer 128/2,9280,0.3543
Transformer 128/2,9290,0.3412
Transformer 128/2,9300,0.4432
Transformer 128/2,9310,0.3072
Transformer 128/2,9320,0.3837
Transformer 128/2,9330,0.419
Transformer 128/2,9340,0.3259
Transformer 128/2,9350,0.3943
Transformer 128/2,9360,0.4365
Transformer 128/2,9370,0.4084
Transformer 128/2,9380,0.3587
Transformer 128/2,9390,0.3678
Transformer 128/2,9400,0.3809
Transformer 128/2,9410,0.4202
Transformer 128/2,9420,0.3765
Transformer 128/2,9430,0.4238
Transformer 128/2,9440,0.3623
Transformer 128/2,9450,0.3784
Transformer 128/2,9460,0.2991
Transformer 128/2,9470,0.3513
Transformer 128/2,9480,0.3996
Transformer 128/2,9490,0.3501
Transformer 128/2,9500,0.482
Transformer 128/2,9510,0.2944
Transformer 128/2,9520,0.4046
Transformer 128/2,9530,0.4248
Transformer 128/2,9540,0.4585
Transformer 128/2,9550,0.3098
Transformer 128/2,9560,0.3639
Transformer 128/2,9570,0.2832
Transformer 128/2,9580,0.3316
Transformer 128/2,9590,0.3848
Transformer 128/2,9600,0.3414
Transformer 128/2,9610,0.3579
Transformer 128/2,9620,0.3412
Transformer 128/2,9630,0.4392
Transformer 128/2,9640,0.4846
Transformer 128/2,9650,0.3681
Transformer 128/2,9660,0.3627
Transformer 128/2,9670,0.4662
Transformer 128/2,9680,0.3618
Transformer 128/2,9690,0.3847
Transformer 128/2,9700,0.3705
Transformer 128/2,9710,0.3512
Transformer 128/2,9720,0.4156
Transformer 128/2,9730,0.3999
Transformer 128/2,9740,0.4346
Transformer 128/2,9750,0.3956
Transformer 128/2,9760,0.3377
Transformer 128/2,9770,0.301
Transformer 128/2,9780,0.3404
Transformer 128/2,9790,0.3008
Transformer 128/2,9800,0.3863
Transformer 128/2,9810,0.3291
Transformer 128/2,9820,0.357
Transformer 128/2,9830,0.3007
Transformer 128/2,9840,0.3178
Transformer 128/2,9850,0.3596
Transformer 128/2,9860,0.3266
Transformer 128/2,9870,0.3714
Transformer 128/2,9880,0.3334
Transformer 128/2,9890,0.4026
Transformer 128/2,9900,0.3938
Transformer 128/2,9910,0.3485
Transformer 128/2,9920,0.3354
Transformer 128/2,9930,0.362
Transformer 128/2,9940,0.3902
Transformer 128/2,9950,0.3889
Transformer 128/2,9960,0.3567
Transformer 128/2,9970,0.3485
Transformer 128/2,9980,0.3556
Transformer 128/2,9990,0.3971
Transformer 256/4,0,4990.583
Transformer 256/4,10,138.1902
Transformer 256/4,20,29.7159
Transformer 256/4,30,10.4133
Transformer 256/4,40,8.5755
Transformer 256/4,50,5.5604
Transformer 256/4,60,4.0178
Transformer 256/4,70,4.2548
Transformer 256/4,80,5.3037
Transformer 256/4,90,3.988
Transformer 256/4,100,4.4477
Transformer 256/4,110,4.7775
Transformer 256/4,120,3.3861
Transformer 256/4,130,2.875
Transformer 256/4,140,3.4731
Transformer 256/4,150,2.261
Transformer 256/4,160,2.4808
Transformer 256/4,170,2.3252
Transformer 256/4,180,3.297
Transformer 256/4,190,2.1389
Transformer 256/4,200,2.8295
Transformer 256/4,210,2.4677
Transformer 256/4,220,2.8386
Transformer 256/4,230,1.8556
Transformer 256/4,240,1.747
Transformer 256/4,250,3.2555
Transformer 256/4,260,2.5602
Transformer 256/4,270,3.3358
Transformer 256/4,280,3.0319
Transformer 256/4,290,2.8047
Transformer 256/4,300,2.5766
Transformer 256/4,310,2.1042
Transformer 256/4,320,2.0843
Transformer 256/4,330,1.4538
Transformer 256/4,340,2.3753
Transformer 256/4,350,2.8999
Transformer 256/4,360,2.2808
Transformer 256/4,370,2.0562
Transformer 256/4,380,2.8929
Transformer 256/4,390,3.1309
Transformer 256/4,400,2.2128
Transformer 256/4,410,2.2254
Transformer 256/4,420,5.0835
Transformer 256/4,430,2.3365
Transformer 256/4,440,1.2398
Transformer 256/4,450,2.2886
Transformer 256/4,460,2.0241
Transformer 256/4,470,2.4346
Transformer 256/4,480,1.7048
Transformer 256/4,490,2.2594
Transformer 256/4,500,2.5579
Transformer 256/4,510,2.9346
Transformer 256/4,520,2.2903
Transformer 256/4,530,1.6916
Transformer 256/4,540,1.595
Transformer 256/4,550,1.4264
Transformer 256/4,560,1.4165
Transformer 256/4,570,1.6924
Transformer 256/4,580,1.6681
Transformer 256/4,590,1.6582
Transformer 256/4,600,1.0953
Transformer 256/4,610,1.6572
Transformer 256/4,620,1.6707
Transformer 256/4,630,1.7406
Transformer 256/4,640,1.5995
Transformer 256/4,650,1.3122
Transformer 256/4,660,2.5951
Transformer 256/4,670,1.6296
Transformer 256/4,680,1.3671
Transformer 256/4,690,1.4396
Transformer 256/4,700,2.1387
Transformer 256/4,710,2.2065
Transformer 256/4,720,1.69
Transformer 256/4,730,1.5007
Transformer 256/4,740,2.1815
Transformer 256/4,750,1.5428
Transformer 256/4,760,1.5643
Transformer 256/4,770,1.6062
Transformer 256/4,780,1.3984
Transformer 256/4,790,2.5702
Transformer 256/4,800,1.2643
Transformer 256/4,810,1.3648
Transformer 256/4,820,1.7028
Transformer 256/4,830,2.7734
Transformer 256/4,840,1.2048
Transformer 256/4,850,1.4908
Transformer 256/4,860,1.5862
Transformer 256/4,870,2.0862
Transformer 256/4,880,1.5291
Transformer 256/4,890,1.4635
Transformer 256/4,900,1.9222
Transformer 256/4,910,2.3669
Transformer 256/4,920,1.0664
Transformer 256/4,930,1.5783
Transformer 256/4,940,2.2517
Transformer 256/4,950,2.2771
Transformer 256/4,960,2.0821
Transformer 256/4,970,2.1001
Transformer 256/4,980,1.7949
Transformer 256/4,990,2.7592
Transformer 256/4,1000,1.8418
Transformer 256/4,1010,2.9813
Transformer 256/4,1020,1.4828
Transformer 256/4,1030,2.442
Transformer 256/4,1040,2.2786
Transformer 256/4,1050,2.3461
Transformer 256/4,1060,2.3477
Transformer 256/4,1070,1.9551
Transformer 256/4,1080,1.8176
Transformer 256/4,1090,1.7945
Transformer 256/4,1100,1.6733
Transformer 256/4,1110,2.1218
Transformer 256/4,1120,1.9486
Transformer 256/4,1130,1.7034
Transformer 256/4,1140,1.2648
Transformer 256/4,1150,3.0673
Transformer 256/4,1160,1.3609
Transformer 256/4,1170,1.0455
Transformer 256/4,1180,2.2901
Transformer 256/4,1190,1.1309
Transformer 256/4,1200,1.4364
Transformer 256/4,1210,1.6206
Transformer 256/4,1220,1.5009
Transformer 256/4,1230,1.7013
Transformer 256/4,1240,1.4953
Transformer 256/4,1250,1.5637
Transformer 256/4,1260,1.6069
Transformer 256/4,1270,1.4469
Transformer 256/4,1280,1.6372
Transformer 256/4,1290,1.9193
Transformer 256/4,1300,0.8726
Transformer 256/4,1310,1.1553
Transformer 256/4,1320,1.4711
Transformer 256/4,1330,1.3103
Transformer 256/4,1340,1.2005
Transformer 256/4,1350,1.5493
Transformer 256/4,1360,1.1965
Transformer 256/4,1370,1.556
Transformer 256/4,1380,1.303
Transformer 256/4,1390,1.3841
Transformer 256/4,1400,1.1568
Transformer 256/4,1410,1.1451
Transformer 256/4,1420,0.9124
Transformer 256/4,1430,1.6931
Transformer 256/4,1440,1.3549
Transformer 256/4,1450,1.3451
Transformer 256/4,1460,1.4756
Transformer 256/4,1470,1.1563
Transformer 256/4,1480,1.2255
Transformer 256/4,1490,0.9731
Transformer 256/4,1500,1.3754
Transformer 256/4,1510,1.2615
Transformer 256/4,1520,1.1617
Transformer 256/4,1530,1.2367
Transformer 256/4,1540,1.0522
Transformer 256/4,1550,0.958
Transformer 256/4,1560,1.308
Transformer 256/4,1570,1.0868
Transformer 256/4,1580,1.0056
Transformer 256/4,1590,0.7218
Transformer 256/4,1600,1.4102
Transformer 256/4,1610,1.119
Transformer 256/4,1620,1.2798
Transformer 256/4,1630,1.1288
Transformer 256/4,1640,1.2438
Transformer 256/4,1650,1.1239
Transformer 256/4,1660,1.6354
Transformer 256/4,1670,1.085
Transformer 256/4,1680,1.3944
Transformer 256/4,1690,1.7956
Transformer 256/4,1700,1.3653
Transformer 256/4,1710,1.1942
Transformer 256/4,1720,1.0058
Transformer 256/4,1730,1.0788
Transformer 256/4,1740,1.7201
Transformer 256/4,1750,1.5424
Transformer 256/4,1760,1.4688
Transformer 256/4,1770,1.445
Transformer 256/4,1780,1.524
Transformer 256/4,1790,1.4395
Transformer 256/4,1800,1.3609
Transformer 256/4,1810,1.3336
Transformer 256/4,1820,1.0252
Transformer 256/4,1830,1.328
Transformer 256/4,1840,1.3516
Transformer 256/4,1850,1.1382
Transformer 256/4,1860,1.317
Transformer 256/4,1870,1.1439
Transformer 256/4,1880,1.1344
Transformer 256/4,1890,1.2537
Transformer 256/4,1900,1.3572
Transformer 256/4,1910,1.0389
Transformer 256/4,1920,1.0527
Transformer 256/4,1930,1.2383
Transformer 256/4,1940,0.9645
Transformer 256/4,1950,0.9958
Transformer 256/4,1960,1.0208
Transformer 256/4,1970,0.912
Transformer 256/4,1980,0.9
Transformer 256/4,1990,1.011
Transformer 256/4,2000,0.9474
Transformer 256/4,2010,1.0718
Transformer 256/4,2020,0.9359
Transformer 256/4,2030,0.9789
Transformer 256/4,2040,0.9327
Transformer 256/4,2050,0.8128
Transformer 256/4,2060,0.7746
Transformer 256/4,2070,1.1769
Transformer 256/4,2080,1.2341
Transformer 256/4,2090,1.0568
Transformer 256/4,2100,1.029
Transformer 256/4,2110,1.0382
Transformer 256/4,2120,1.0637
Transformer 256/4,2130,1.2501
Transformer 256/4,2140,0.7045
Transformer 256/4,2150,0.9359
Transformer 256/4,2160,0.9003
Transformer 256/4,2170,0.8788
Transformer 256/4,2180,1.0502
Transformer 256/4,2190,0.8505
Transformer 256/4,2200,0.8085
Transformer 256/4,2210,1.0604
Transformer 256/4,2220,0.9723
Transformer 256/4,2230,0.7741
Transformer 256/4,2240,0.7186
Transformer 256/4,2250,0.9867
Transformer 256/4,2260,0.7077
Transformer 256/4,2270,0.7599
Transformer 256/4,2280,0.6816
Transformer 256/4,2290,0.6135
Transformer 256/4,2300,0.779
Transformer 256/4,2310,0.6803
Transformer 256/4,2320,0.7761
Transformer 256/4,2330,0.5938
Transformer 256/4,2340,0.5124
Transformer 256/4,2350,0.746
Transformer 256/4,2360,1.358
Transformer 256/4,2370,2.3639
Transformer 256/4,2380,0.8534
Transformer 256/4,2390,0.6706
Transformer 256/4,2400,0.5613
Transformer 256/4,2410,0.6093
Transformer 256/4,2420,0.7332
Transformer 256/4,2430,0.6272
Transformer 256/4,2440,0.5629
Transformer 256/4,2450,0.6833
Transformer 256/4,2460,0.6446
Transformer 256/4,2470,0.5665
Transformer 256/4,2480,0.8398
Transformer 256/4,2490,1.5982
Transformer 256/4,2500,1.0145
Transformer 256/4,2510,3.9135
Transformer 256/4,2520,1.9482
Transformer 256/4,2530,1.9508
Transformer 256/4,2540,1.0224
Transformer 256/4,2550,1.3844
Transformer 256/4,2560,0.988
Transformer 256/4,2570,0.6136
Transformer 256/4,2580,0.6457
Transformer 256/4,2590,0.6054
Transformer 256/4,2600,0.6127
Transformer 256/4,2610,0.9245
Transformer 256/4,2620,0.6257
Transformer 256/4,2630,0.6428
Transformer 256/4,2640,0.6826
Transformer 256/4,2650,0.593
Transformer 256/4,2660,0.5486
Transformer 256/4,2670,0.5744
Transformer 256/4,2680,0.7476
Transformer 256/4,2690,0.6567
Transformer 256/4,2700,0.6598
Transformer 256/4,2710,0.5535
Transformer 256/4,2720,0.5934
Transformer 256/4,2730,1.6424
Transformer 256/4,2740,0.5775
Transformer 256/4,2750,0.644
Transformer 256/4,2760,0.5772
Transformer 256/4,2770,0.5154
Transformer 256/4,2780,0.5519
Transformer 256/4,2790,0.6992
Transformer 256/4,2800,0.5743
Transformer 256/4,2810,0.5443
Transformer 256/4,2820,0.4854
Transformer 256/4,2830,0.5058
Transformer 256/4,2840,0.5615
Transformer 256/4,2850,0.5589
Transformer 256/4,2860,0.5627
Transformer 256/4,2870,0.7024
Transformer 256/4,2880,0.5741
Transformer 256/4,2890,0.5534
Transformer 256/4,2900,0.525
Transformer 256/4,2910,0.6076
Transformer 256/4,2920,0.7141
Transformer 256/4,2930,0.555
Transformer 256/4,2940,0.6165
Transformer 256/4,2950,0.5306
Transformer 256/4,2960,0.5004
Transformer 256/4,2970,0.703
Transformer 256/4,2980,0.5048
Transformer 256/4,2990,0.5435
Transformer 256/4,3000,0.4984
Transformer 256/4,3010,0.445
Transformer 256/4,3020,0.5195
Transformer 256/4,3030,0.4847
Transformer 256/4,3040,0.4677
Transformer 256/4,3050,0.4732
Transformer 256/4,3060,0.4402
Transformer 256/4,3070,0.4761
Transformer 256/4,3080,0.4769
Transformer 256/4,3090,0.6122
Transformer 256/4,3100,0.5187
Transformer 256/4,3110,0.4009
Transformer 256/4,3120,0.5397
Transformer 256/4,3130,0.3814
Transformer 256/4,3140,0.4234
Transformer 256/4,3150,0.638
Transformer 256/4,3160,0.4618
Transformer 256/4,3170,0.4531
Transformer 256/4,3180,0.5754
Transformer 256/4,3190,0.4865
Transformer 256/4,3200,0.4947
Transformer 256/4,3210,0.5557
Transformer 256/4,3220,0.4725
Transformer 256/4,3230,0.5372
Transformer 256/4,3240,0.5306
Transformer 256/4,3250,0.5183
Transformer 256/4,3260,0.5304
Transformer 256/4,3270,0.4798
Transformer 256/4,3280,0.4742
Transformer 256/4,3290,0.5447
Transformer 256/4,3300,0.5085
Transformer 256/4,3310,0.6448
Transformer 256/4,3320,0.4961
Transformer 256/4,3330,0.6303
Transformer 256/4,3340,0.5104
Transformer 256/4,3350,0.4152
Transformer 256/4,3360,0.4654
Transformer 256/4,3370,0.4673
Transformer 256/4,3380,0.5833
Transformer 256/4,3390,0.4872
Transformer 256/4,3400,0.4807
Transformer 256/4,3410,0.4941
Transformer 256/4,3420,0.6188
Transformer 256/4,3430,0.5652
Transformer 256/4,3440,0.4064
Transformer 256/4,3450,0.4861
Transformer 256/4,3460,0.5011
Transformer 256/4,3470,0.3769
Transformer 256/4,3480,0.615
Transformer 256/4,3490,0.441
Transformer 256/4,3500,0.5376
Transformer 256/4,3510,0.5178
Transformer 256/4,3520,0.4073
Transformer 256/4,3530,0.5282
Transformer 256/4,3540,0.4643
Transformer 256/4,3550,0.4219
Transformer 256/4,3560,0.4721
Transformer 256/4,3570,0.5423
Transformer 256/4,3580,0.4506
Transformer 256/4,3590,0.452
Transformer 256/4,3600,0.6155
Transformer 256/4,3610,0.4704
Transformer 256/4,3620,0.4685
Transformer 256/4,3630,0.4777
Transformer 256/4,3640,0.5271
Transformer 256/4,3650,0.4894
Transformer 256/4,3660,0.4261
Transformer 256/4,3670,0.4671
Transformer 256/4,3680,0.4255
Transformer 256/4,3690,0.4366
Transformer 256/4,3700,0.3706
Transformer 256/4,3710,0.4057
Transformer 256/4,3720,0.3623
Transformer 256/4,3730,0.4582
Transformer 256/4,3740,0.4221
Transformer 256/4,3750,0.4803
Transformer 256/4,3760,0.4527
Transformer 256/4,3770,0.4137
Transformer 256/4,3780,0.4641
Transformer 256/4,3790,0.4572
Transformer 256/4,3800,0.3757
Transformer 256/4,3810,0.4174
Transformer 256/4,3820,0.3764
Transformer 256/4,3830,0.46
Transformer 256/4,3840,0.386
Transformer 256/4,3850,0.4397
Transformer 256/4,3860,0.4467
Transformer 256/4,3870,0.4691
Transformer 256/4,3880,0.421
Transformer 256/4,3890,0.4602
Transformer 256/4,3900,0.4011
Transformer 256/4,3910,0.3733
Transformer 256/4,3920,0.4757
Transformer 256/4,3930,0.4348
Transformer 256/4,3940,0.4285
Transformer 256/4,3950,0.4678
Transformer 256/4,3960,0.4426
Transformer 256/4,3970,0.4217
Transformer 256/4,3980,0.5035
Transformer 256/4,3990,0.4309
Transformer 256/4,4000,0.5711
Transformer 256/4,4010,0.4629
Transformer 256/4,4020,0.4363
Transformer 256/4,4030,0.4608
Transformer 256/4,4040,0.4553
Transformer 256/4,4050,0.4208
Transformer 256/4,4060,0.4017
Transformer 256/4,4070,0.4217
Transformer 256/4,4080,0.4049
Transformer 256/4,4090,0.4243
Transformer 256/4,4100,0.4875
Transformer 256/4,4110,0.4767
Transformer 256/4,4120,0.7813
Transformer 256/4,4130,0.6546
Transformer 256/4,4140,0.553
Transformer 256/4,4150,0.5244
Transformer 256/4,4160,0.3986
Transformer 256/4,4170,0.4731
Transformer 256/4,4180,0.4611
Transformer 256/4,4190,0.4516
Transformer 256/4,4200,0.5159
Transformer 256/4,4210,0.4612
Transformer 256/4,4220,0.4969
Transformer 256/4,4230,0.4542
Transformer 256/4,4240,0.3799
Transformer 256/4,4250,0.4187
Transformer 256/4,4260,0.3934
Transformer 256/4,4270,0.457
Transformer 256/4,4280,0.3765
Transformer 256/4,4290,0.5028
Transformer 256/4,4300,0.4571
Transformer 256/4,4310,0.4295
Transformer 256/4,4320,0.4367
Transformer 256/4,4330,0.3662
Transformer 256/4,4340,0.4732
Transformer 256/4,4350,0.4038
Transformer 256/4,4360,0.4507
Transformer 256/4,4370,0.4798
Transformer 256/4,4380,0.437
Transformer 256/4,4390,0.43
Transformer 256/4,4400,0.3701
Transformer 256/4,4410,0.453
Transformer 256/4,4420,0.4195
Transformer 256/4,4430,0.3547
Transformer 256/4,4440,0.4306
Transformer 256/4,4450,0.491
Transformer 256/4,4460,0.4169
Transformer 256/4,4470,0.4373
Transformer 256/4,4480,0.3838
Transformer 256/4,4490,0.3551
Transformer 256/4,4500,3.8035
Transformer 256/4,4510,4.4026
Transformer 256/4,4520,1.2923
Transformer 256/4,4530,0.475
Transformer 256/4,4540,0.5848
Transformer 256/4,4550,0.5977
Transformer 256/4,4560,0.4109
Transformer 256/4,4570,0.4771
Transformer 256/4,4580,0.4766
Transformer 256/4,4590,0.3792
Transformer 256/4,4600,0.5075
Transformer 256/4,4610,0.4027
Transformer 256/4,4620,0.4573
Transformer 256/4,4630,0.4247
Transformer 256/4,4640,0.361
Transformer 256/4,4650,0.4209
Transformer 256/4,4660,0.382
Transformer 256/4,4670,0.5147
Transformer 256/4,4680,0.402
Transformer 256/4,4690,0.3835
Transformer 256/4,4700,0.3751
Transformer 256/4,4710,0.4215
Transformer 256/4,4720,0.4665
Transformer 256/4,4730,0.4771
Transformer 256/4,4740,0.3782
Transformer 256/4,4750,0.4585
Transformer 256/4,4760,0.3963
Transformer 256/4,4770,0.4689
Transformer 256/4,4780,0.4738
Transformer 256/4,4790,0.3831
Transformer 256/4,4800,0.5806
Transformer 256/4,4810,0.4389
Transformer 256/4,4820,0.4044
Transformer 256/4,4830,0.4079
Transformer 256/4,4840,0.3994
Transformer 256/4,4850,0.4549
Transformer 256/4,4860,0.463
Transformer 256/4,4870,0.4775
Transformer 256/4,4880,0.3937
Transformer 256/4,4890,0.3895
Transformer 256/4,4900,0.4395
Transformer 256/4,4910,0.4475
Transformer 256/4,4920,0.3583
Transformer 256/4,4930,0.429
Transformer 256/4,4940,0.42
Transformer 256/4,4950,0.4339
Transformer 256/4,4960,0.413
Transformer 256/4,4970,0.4049
Transformer 256/4,4980,0.3846
Transformer 256/4,4990,0.3631
Transformer 256/4,5000,0.338
Transformer 256/4,5010,0.3401
Transformer 256/4,5020,0.3724
Transformer 256/4,5030,0.4322
Transformer 256/4,5040,0.407
Transformer 256/4,5050,0.4155
Transformer 256/4,5060,0.3777
Transformer 256/4,5070,0.4433
Transformer 256/4,5080,0.3159
Transformer 256/4,5090,0.4074
Transformer 256/4,5100,0.4365
Transformer 256/4,5110,0.4568
Transformer 256/4,5120,0.5624
Transformer 256/4,5130,0.3632
Transformer 256/4,5140,0.453
Transformer 256/4,5150,0.3736
Transformer 256/4,5160,0.4216
Transformer 256/4,5170,0.3503
Transformer 256/4,5180,0.4447
Transformer 256/4,5190,0.3912
Transformer 256/4,5200,0.3584
Transformer 256/4,5210,0.4074
Transformer 256/4,5220,0.4018
Transformer 256/4,5230,0.4324
Transformer 256/4,5240,0.3931
Transformer 256/4,5250,0.3857
Transformer 256/4,5260,0.4038
Transformer 256/4,5270,0.4177
Transformer 256/4,5280,0.3487
Transformer 256/4,5290,0.3545
Transformer 256/4,5300,0.4001
Transformer 256/4,5310,0.4242
Transformer 256/4,5320,0.373
Transformer 256/4,5330,0.455
Transformer 256/4,5340,0.5021
Transformer 256/4,5350,0.4158
Transformer 256/4,5360,0.4641
Transformer 256/4,5370,0.4843
Transformer 256/4,5380,0.4976
Transformer 256/4,5390,0.4343
Transformer 256/4,5400,0.4108
Transformer 256/4,5410,0.4286
Transformer 256/4,5420,0.4611
Transformer 256/4,5430,0.452
Transformer 256/4,5440,0.4866
Transformer 256/4,5450,0.3493
Transformer 256/4,5460,0.4462
Transformer 256/4,5470,0.3924
Transformer 256/4,5480,0.3248
Transformer 256/4,5490,0.3899
Transformer 256/4,5500,0.3877
Transformer 256/4,5510,0.4771
Transformer 256/4,5520,0.3815
Transformer 256/4,5530,0.3661
Transformer 256/4,5540,0.3263
Transformer 256/4,5550,0.3347
Transformer 256/4,5560,0.4345
Transformer 256/4,5570,0.3815
Transformer 256/4,5580,0.3387
Transformer 256/4,5590,0.4461
Transformer 256/4,5600,0.4254
Transformer 256/4,5610,0.3222
Transformer 256/4,5620,0.3866
Transformer 256/4,5630,0.3408
Transformer 256/4,5640,0.4461
Transformer 256/4,5650,0.3863
Transformer 256/4,5660,0.423
Transformer 256/4,5670,0.4631
Transformer 256/4,5680,0.3875
Transformer 256/4,5690,0.325
Transformer 256/4,5700,0.478
Transformer 256/4,5710,0.4035
Transformer 256/4,5720,0.3433
Transformer 256/4,5730,0.3725
Transformer 256/4,5740,0.4358
Transformer 256/4,5750,0.3219
Transformer 256/4,5760,0.549
Transformer 256/4,5770,0.4853
Transformer 256/4,5780,0.5311
Transformer 256/4,5790,0.4294
Transformer 256/4,5800,0.8589
Transformer 256/4,5810,0.8223
Transformer 256/4,5820,0.562
Transformer 256/4,5830,0.3937
Transformer 256/4,5840,0.4827
Transformer 256/4,5850,0.4206
Transformer 256/4,5860,0.4203
Transformer 256/4,5870,0.433
Transformer 256/4,5880,0.3103
Transformer 256/4,5890,0.4351
Transformer 256/4,5900,0.4782
Transformer 256/4,5910,0.4302
Transformer 256/4,5920,0.4458
Transformer 256/4,5930,0.4261
Transformer 256/4,5940,0.4264
Transformer 256/4,5950,0.3295
Transformer 256/4,5960,0.4709
Transformer 256/4,5970,0.3079
Transformer 256/4,5980,0.3785
Transformer 256/4,5990,0.4094
Transformer 256/4,6000,0.329
Transformer 256/4,6010,0.3639
Transformer 256/4,6020,0.3724
Transformer 256/4,6030,0.3637
Transformer 256/4,6040,0.3615
Transformer 256/4,6050,0.4182
Transformer 256/4,6060,0.297
Transformer 256/4,6070,0.3986
Transformer 256/4,6080,0.424
Transformer 256/4,6090,0.4222
Transformer 256/4,6100,0.501
Transformer 256/4,6110,0.7275
Transformer 256/4,6120,0.3815
Transformer 256/4,6130,0.4062
Transformer 256/4,6140,0.4718
Transformer 256/4,6150,0.3647
Transformer 256/4,6160,0.3361
Transformer 256/4,6170,0.4466
Transformer 256/4,6180,0.5575
Transformer 256/4,6190,0.3483
Transformer 256/4,6200,0.3777
Transformer 256/4,6210,0.4468
Transformer 256/4,6220,0.3178
Transformer 256/4,6230,0.3404
Transformer 256/4,6240,0.3359
Transformer 256/4,6250,0.3422
Transformer 256/4,6260,0.3772
Transformer 256/4,6270,0.4231
Transformer 256/4,6280,0.3712
Transformer 256/4,6290,0.3584
Transformer 256/4,6300,0.3614
Transformer 256/4,6310,0.3351
Transformer 256/4,6320,0.3587
Transformer 256/4,6330,0.3584
Transformer 256/4,6340,0.3623
Transformer 256/4,6350,0.3826
Transformer 256/4,6360,0.4003
Transformer 256/4,6370,0.3761
Transformer 256/4,6380,0.328
Transformer 256/4,6390,0.2942
Transformer 256/4,6400,0.4008
Transformer 256/4,6410,0.4206
Transformer 256/4,6420,0.3664
Transformer 256/4,6430,0.3704
Transformer 256/4,6440,0.4132
Transformer 256/4,6450,0.3802
Transformer 256/4,6460,0.4124
Transformer 256/4,6470,0.3563
Transformer 256/4,6480,0.3638
Transformer 256/4,6490,0.318
Transformer 256/4,6500,0.3741
Transformer 256/4,6510,0.3498
Transformer 256/4,6520,0.3452
Transformer 256/4,6530,0.329
Transformer 256/4,6540,0.3612
Transformer 256/4,6550,0.3852
Transformer 256/4,6560,0.3649
Transformer 256/4,6570,0.4803
Transformer 256/4,6580,0.4163
Transformer 256/4,6590,0.3239
Transformer 256/4,6600,0.4193
Transformer 256/4,6610,0.3379
Transformer 256/4,6620,0.4119
Transformer 256/4,6630,0.4045
Transformer 256/4,6640,0.3336
Transformer 256/4,6650,0.3674
