model,step,step_loss
RNN,9830,0.2916
RNN,9840,0.2778
RNN,9850,0.331
RNN,9860,0.325
RNN,9870,0.3418
RNN,9880,0.2593
RNN,9890,0.3527
RNN,9900,0.3751
RNN,9910,0.3099
RNN,9920,0.2707
RNN,9930,0.3871
RNN,9940,0.273
RNN,9950,0.4054
RNN,9960,0.262
RNN,9970,0.2869
RNN,9980,0.2716
RNN,9990,0.3351
RNN + velocity,0,2.8822
RNN + velocity,10,2.7015
RNN + velocity,20,2.3389
RNN + velocity,30,2.5071
RNN + velocity,40,2.4953
RNN + velocity,50,1.9301
RNN + velocity,60,1.8218
RNN + velocity,70,2.3036
RNN + velocity,80,2.2864
RNN + velocity,90,1.5022
RNN + velocity,100,1.9225
RNN + velocity,110,1.8377
RNN + velocity,120,1.5633
RNN + velocity,130,1.4677
RNN + velocity,140,1.8292
RNN + velocity,150,1.0516
RNN + velocity,160,1.3912
RNN + velocity,170,1.3001
RNN + velocity,180,1.1472
RNN + velocity,190,1.2146
RNN + velocity,200,1.3542
RNN + velocity,210,1.1622
RNN + velocity,220,1.0223
RNN + velocity,230,0.8707
RNN + velocity,240,0.9633
RNN + velocity,250,0.8966
RNN + velocity,260,0.945
RNN + velocity,270,1.0143
RNN + velocity,280,1.3023
RNN + velocity,290,1.0809
RNN + velocity,300,0.9813
RNN + velocity,310,0.75
RNN + velocity,320,0.9674
RNN + velocity,330,1.2242
RNN + velocity,340,0.8723
RNN + velocity,350,1.101
RNN + velocity,360,0.7985
RNN + velocity,370,1.0034
RNN + velocity,380,0.6482
RNN + velocity,390,0.854
RNN + velocity,400,0.9925
RNN + velocity,410,0.9866
RNN + velocity,420,0.9487
RNN + velocity,430,0.8445
RNN + velocity,440,0.8398
RNN + velocity,450,0.92
RNN + velocity,460,0.7577
RNN + velocity,470,0.8192
RNN + velocity,480,0.795
RNN + velocity,490,0.7956
RNN + velocity,500,0.833
RNN + velocity,510,0.607
RNN + velocity,520,0.7952
RNN + velocity,530,0.6748
RNN + velocity,540,0.8174
RNN + velocity,550,0.6185
RNN + velocity,560,0.6624
RNN + velocity,570,0.5796
